campaign_id,treated_upc,n_stores,incr_units_total,units_ci_lo,units_ci_hi,units_p,incr_margin_total,margin_ci_lo,margin_ci_hi,margin_p,pretrend_p,pretrend_pass,placebo_p,placebo_pass,cannibalized_units_total,gross_cannibalization_rate,qvalue_units,qvalue_margin,validation_status,decision_class,confidence_tier,decision_reason,priority_rank
16836,1200000801,76,20224.5111111113,39.19537474394837,49.50862135741699,9.225220740848968e-64,-2771.9089722222507,-6.662462901752118,-5.495032590450736,1.3391558738639768e-92,0.3072497614025291,True,3.121229353221593e-05,False,0.0,0.0,9.46587867321894e-63,2.8730980566536226e-91,Invalid,Exclude,X,Pre-trend or placebo validation failed.,215
17039,1200000812,78,81.1186507936531,-1.5990772147199956,1.8962151297150616,0.8676704064092406,-837.1524871031781,-1.9934393022288193,-1.073053324522749,6.572453738531669e-11,3.384749782028878e-69,False,2.3013624633719408e-58,False,15307.500000000004,0.9947286593660912,0.8750863927888067,1.0846846729324991e-10,Invalid,Exclude,X,Pre-trend or placebo validation failed.,184
17279,1200000820,77,12610.5138888889,24.394797643324473,30.1961715726448,5.905386312713862e-76,-2347.345999999998,-5.534333780132354,-4.627337215538636,7.144005637469226e-107,3.437113114489829e-11,False,0.613776564956426,True,0.0,0.0,1.1613926415003928e-74,4.214963326106844e-105,Invalid,Exclude,X,Pre-trend or placebo validation failed.,211
18198,1200000863,75,10597.759027777804,20.623744722154136,26.47740651241389,4.946921097309003e-56,-1426.3456875000002,-3.4862938936147527,-2.853020273051915,1.043563693973632e-85,0.3918353093404055,True,1.1408388650428118e-08,False,0.0,0.0,3.8915779298830826e-55,1.641873545185181e-84,Invalid,Exclude,X,Pre-trend or placebo validation failed.,194
18573,1200000878,76,8085.111805555632,15.690704661590582,19.77031202944289,4.401496319451288e-65,-1516.46713194446,-3.625361022226085,-3.025810609109266,8.036968268378073e-105,1.7136115886660694e-05,False,0.0196974077700631,False,0.0,0.0,4.946443482811924e-64,3.1612075188953753e-103,Invalid,Exclude,X,Pre-trend or placebo validation failed.,199
19394,1200010054,72,-6541.425163193591,-18.40552010084871,-11.878855654677178,9.508486200636868e-20,796.1475159636796,0.6490942044574335,3.036773925004046,0.0024813860838391,0.0182608273072023,False,5.986730522230722e-13,False,0.0,,2.465937080604726e-19,0.0030342337605493656,Invalid,Exclude,X,Pre-trend or placebo validation failed.,120
19441,1200010055,68,-3097.835326327931,-9.45145196413142,-5.734015321789808,1.1819668180447133e-15,411.6054778753262,0.075004203781324,1.9426697073722352,0.0342271282568464,0.0003159866674047,False,4.75570189459444e-10,False,0.0,,2.51301053205903e-15,0.040388011343078754,Invalid,Exclude,X,Pre-trend or placebo validation failed.,134
20485,1660000006,68,3236.600986193343,3.7951262152453142,8.104142116347859,6.218399518095725e-08,962.012468989711,1.0465415308210289,2.4902690169352617,1.575012496258298e-06,0.0002238600861224,False,0.4343783355879075,True,3890.0,0.5458422616246169,9.347403097264912e-08,2.2391743922708332e-06,Invalid,Exclude,X,Pre-trend or placebo validation failed.,117
20495,1660000006,76,-6151.056720430062,-17.96245454315013,-9.015864406104532,3.416006963899825e-09,-2749.586150921636,-7.129920208495444,-4.9296681727398015,6.4231871780001936e-27,6.713764719581994e-05,False,6.823393795509428e-08,False,839.5,,5.677307348453231e-09,1.9686651610494098e-26,Invalid,Exclude,X,Pre-trend or placebo validation failed.,213
20505,1660000006,72,9522.33237082064,11.78170854304232,17.608206181712738,4.767969124139515e-23,647.6026534954391,0.5631320445727865,1.4356415773267168,7.12398421000692e-06,0.1491158411892718,True,0.0122237451500851,False,224.24999999999997,0.0230080649265696,1.4805798859170074e-22,9.774769032335078e-06,Invalid,Exclude,X,Pre-trend or placebo validation failed.,125
20525,1660000006,34,19529.96385852535,19.15403293435634,28.71352554242147,9.781900439128368e-23,1957.0778773359452,1.8436347838716751,2.953124719402701,2.3773571644242676e-17,0.0294083606683342,False,0.87024720710341,True,0.0,0.0,2.998088965758824e-22,5.3008947828403364e-17,Invalid,Exclude,X,Pre-trend or placebo validation failed.,104
20558,1660000006,29,-4418.257374768065,-13.664729455488986,-6.6490975549388995,1.3861265558820682e-08,-1976.537292620074,-5.53456881016573,-3.5529589719955292,2.5117213139157243e-19,3.443417611985946e-09,False,0.7262177699409771,True,22285.5,,2.1521438630800535e-08,6.174648230042822e-19,Invalid,Exclude,X,Pre-trend or placebo validation failed.,207
20562,1660000006,47,-4451.6963453661,-9.161069812003984,-5.410767652369502,2.6275371554934456e-14,-1622.1870168970806,-3.0274001809950306,-2.282540954510962,2.3052275111028505e-44,2.998835233784711e-32,False,1.3683646793102186e-30,False,7833.999999999999,,5.3101588669344294e-14,1.0264786653212692e-43,Invalid,Exclude,X,Pre-trend or placebo validation failed.,203
20573,1660000006,35,2684.8406249999907,0.8981545213845865,7.176554125231926,0.0117112315970309,-1697.3294890872946,-3.814230732544857,-1.2905196105748264,7.356533120925363e-05,0.0582417548280988,True,0.0004422988545655,False,3169.125,0.5413637870482038,0.014246652870614909,9.53924075021091e-05,Invalid,Exclude,X,Pre-trend or placebo validation failed.,204
20577,1660000006,46,-3360.2978835978984,-5.7727488882589375,-2.8213633460067866,1.1484914142347466e-08,-683.0285706349214,-1.227151793299458,-0.5197243464317989,1.2996342304582123e-06,6.523135768733426e-11,False,4.7091306620522455e-11,False,538.75,,1.806959825062668e-08,1.858870778109928e-06,Invalid,Exclude,X,Pre-trend or placebo validation failed.,182
20591,1660000006,42,9065.850595238124,10.779508629196442,20.056717885218948,7.285295375339326e-11,4071.691650793667,5.171791040644676,8.677500288585485,9.722768097803114e-15,0.8865916577958003,True,0.8001739242963049,True,0.0,0.0,1.2642130210147653e-10,1.8655067244565322e-14,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",3
20606,1660000006,82,4520.726388888912,4.7359784367707425,7.5153125900284765,5.6453918502975194e-18,-1563.617416666654,-2.7322012460426555,-1.5052443275797127,1.2969794671499475e-11,1.0057968253835456e-05,False,0.000104387463766,False,244.75,0.0513589786260727,1.3191212640299153e-17,2.234212804725457e-11,Invalid,Exclude,X,Pre-trend or placebo validation failed.,202
20612,1660000006,80,7254.797845805005,12.806287214889814,17.42203714263104,1.0345033662626716e-37,107.18375736961268,-0.3841747641143041,0.8307737531543571,0.4712437822491724,0.0169197314924235,False,1.201377303744162e-14,False,11.571428571428562,0.0015924635997007,4.521162859962787e-37,0.49648898486966375,Invalid,Exclude,X,Pre-trend or placebo validation failed.,150
20625,1660000006,82,14301.882142857065,18.783082554445617,24.82021666158202,1.7179410517776228e-45,1384.3367301587252,1.6171235862410904,2.6034152252184377,4.9837796169739876e-17,1.5857553541198149e-06,False,0.0019150472361829,False,0.0,0.0,1.0395745851782538e-44,1.0890481385239454e-16,Invalid,Exclude,X,Pre-trend or placebo validation failed.,109
20832,1660000026,69,564.5901664011245,-3.4038128394103593,5.7416603193322,0.6163545926255884,361.2167187555295,-0.1500407056204292,1.645762108334837,0.1025845151272591,0.6338596319658032,True,0.0103228664524918,False,953.25,0.6280305536123766,0.6324334080853864,0.11366171629123542,Invalid,Exclude,X,Pre-trend or placebo validation failed.,137
20847,1660000026,69,4156.756568431566,4.825672614308207,8.561627122991522,2.1673142962502728e-12,865.3130252247743,0.9515263270154252,1.8353111133220117,6.39588583888348e-10,0.65788426158438,True,0.1785051036070855,True,194.0,0.0445899458976019,4.091889391320515e-12,1.0268224884193887e-09,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",13
20862,1660000026,68,-1140.03826164875,-4.445087318379686,0.2537701799651635,0.0804187941563146,-956.6157258064488,-2.350078193005394,-1.1668913871653743,5.6803985994355525e-09,1.1599262287001164e-09,False,4.429560274015329e-05,False,13794.0,,0.09124440106197233,8.819566246492043e-09,Invalid,Exclude,X,Pre-trend or placebo validation failed.,186
20885,1660000026,33,5024.1460275960435,6.7046818693853245,9.321302269677018,3.378429698437994e-33,-1100.0275309103092,-2.282484720490331,-1.2263750272299534,7.422576074184302e-11,0.7737622404651991,True,0.7749568349294096,True,0.0,0.0,1.3513718793751976e-32,1.2164777454913161e-10,Valid,Redesign,B,"Drives volume but loses margin ($-1,100) — review discount depth, cost structure, or eligible assortment.",40
20920,1660000026,63,7338.4266622210525,5.1439447270789955,12.776511102520644,4.18880590634216e-06,2232.271916238368,1.860219390456248,3.590994080211317,6.697929214581536e-10,6.0834835780081333e-05,False,0.0011780505085025,False,159.12499999999997,0.021223595003927,5.955169842751505e-06,1.0680481720548936e-09,Invalid,Exclude,X,Pre-trend or placebo validation failed.,100
20933,1660000026,28,-3242.4675742045774,-10.328509830682725,-5.111811951243835,6.588969079493481e-09,-1435.8837559612773,-4.165116808923179,-2.6724248861305218,2.7582142063598463e-19,0.0067445260552169,False,0.7913908291402836,True,22095.5,,1.0650662347674393e-08,6.710706728875502e-19,Invalid,Exclude,X,Pre-trend or placebo validation failed.,195
20941,1660000026,41,-4049.088266178295,-8.499331834453574,-4.668434884825432,1.6180759366937638e-11,-576.7261586080645,-1.516323578825567,-0.3592086442900899,0.0014888622442284,6.963391847681015e-14,False,2.965792196226923e-11,False,2141.375,,2.871172338794949e-11,0.0018396413070047247,Invalid,Exclude,X,Pre-trend or placebo validation failed.,179
20967,1660000026,30,3410.649156746031,2.8549491890162675,9.11224083465402,0.0001779175855725,-162.36900744047705,-1.0313830633748184,0.4616672477941972,0.4545325367699211,0.2289282017426136,True,0.1541446546428425,True,3171.5,0.4818335052084829,0.00023070631975335163,0.4810299492273604,Valid,Monitor,C,Validated but not statistically decisive on units and/or margin after FDR correction.,54
20976,1660000026,41,2476.328190215976,2.515318391639564,5.034462676092071,4.255609107912571e-09,314.85988542805,0.2935167593573621,0.6664219157281562,4.526398610515488e-07,6.384633590098757e-12,False,1.2614762451748095e-09,False,1957.0,0.4414290835311838,6.974470482412269e-09,6.622145761471757e-07,Invalid,Exclude,X,Pre-trend or placebo validation failed.,143
20991,1660000026,80,902.274553571441,-0.0198178887803979,4.5311906566376035,0.0520289418366878,-142.4213759920641,-1.0312452974371262,0.3191384174768059,0.3013414758925299,0.9883000663771592,True,0.7910301313712238,True,128.625,0.1247696728108887,0.0598967330412601,0.3262228821588856,Valid,Monitor,C,Validated but not statistically decisive on units and/or margin after FDR correction.,52
21006,1660000026,36,1984.1036706349169,2.5479331886609766,5.325494075763297,2.763083425271539e-08,1325.861125992058,1.9797170115361011,3.281636663035558,2.362519729090592e-15,0.1550334255835685,True,0.4518450780126345,True,0.0,0.0,4.262011035059367e-08,4.806505655736032e-15,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",10
21032,1660000026,78,4382.12500000004,4.965288504411028,7.519398105275696,9.661687259381165e-22,-444.69631944443967,-1.155917335282135,-0.1110237457561545,0.0174791545443308,0.0783911263273532,True,0.3657063605861737,True,247.0,0.0533578160019437,2.7806807234316522e-21,0.020729047600311905,Valid,Redesign,B,"Drives volume but loses margin ($-445) — review discount depth, cost structure, or eligible assortment.",35
21044,1660000026,75,5127.142573696108,9.55088690140156,13.236413426136698,8.450144021121709e-34,1026.3315136054343,1.7027934702258165,2.8586799235761147,1.0372575200662974e-14,0.0002143477254519,False,2.4479105640470215e-14,False,0.0,0.0,3.438334463766764e-33,1.974135280126179e-14,Invalid,Exclude,X,Pre-trend or placebo validation failed.,114
21069,1660000026,82,10580.305555555487,13.776709613543549,18.480319519247573,3.4631531257825776e-41,1442.8235873015758,1.7127959318214052,2.686056468488277,8.1125285669214e-19,0.1506131310533157,True,0.5872770850939477,True,0.0,0.0,1.7389449737972093e-40,1.9145567417934505e-18,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",8
21128,1660000036,72,2878.358067831484,-4.680577947462586,14.674876794099683,0.3115196355621099,1089.6398893456749,0.0430061333014457,3.74046570470437,0.0449034580701855,0.7047879085014304,True,0.7638922851298564,True,884.0,0.2349590294337701,0.33570152508062984,0.051947137767469495,Valid,Monitor,C,Validated but not statistically decisive on units and/or margin after FDR correction.,45
21141,1660000036,69,4472.038188940089,5.225684404476782,9.177015076811749,9.05756226609222e-13,905.4430208525342,0.9917196960774656,1.924360886378361,8.887811681452323e-10,0.1424327808926497,True,0.0066000805069264,False,225.37499999999997,0.0479785343411216,1.7238586248369064e-12,1.4077339307535222e-09,Invalid,Exclude,X,Pre-trend or placebo validation failed.,118
21165,1660000036,32,11100.46281455671,10.731982172778435,17.019174863613337,5.099574106389902e-18,-2093.9297526132336,-3.3471690270395182,-1.887655354493566,2.068520978936384e-12,0.6795487828637699,True,0.7183597818713305,True,0.0,0.0,1.203499489108017e-17,3.698264780522626e-12,Valid,Redesign,B,"Drives volume but loses margin ($-2,094) — review discount depth, cost structure, or eligible assortment.",44
21217,1660000036,45,-3434.217814785101,-7.375901875139,-3.5263769019565583,2.843101083116719e-08,-992.6499216604312,-2.187816770682198,-0.9634528218906008,4.545710226095019e-07,7.545743802755796e-11,False,2.7505435604805134e-14,False,9126.999999999998,,4.356960101399647e-08,6.622145761471757e-07,Invalid,Exclude,X,Pre-trend or placebo validation failed.,189
21244,1660000036,29,7688.701785714275,9.951869246451013,17.9563042044175,8.281635356155298e-12,-284.15647123015435,-1.4039090749757444,0.3724881267719174,0.2551186263295806,0.001006954746678,False,0.0062320657795063,False,3039.8749999999995,0.2833437333503331,1.4806560182217048e-11,0.2787407213600973,Invalid,Exclude,X,Pre-trend or placebo validation failed.,170
21250,1660000036,45,3142.513535631881,2.361040149445654,5.854681512337041,4.044290669621013e-06,598.6880175922026,0.544277483165071,1.0209199484485307,1.2256192934928995e-10,2.753402856929781e-16,False,1.34203053970788e-12,False,490.5,0.1350118834376125,5.784561200185206e-06,1.9948010569953397e-10,Invalid,Exclude,X,Pre-trend or placebo validation failed.,127
21277,1660000036,50,6041.024305555542,6.713367381817707,10.546702062626697,1.094761610411456e-18,2900.6658611111084,3.4451035001294943,4.842513245902244,3.113741683731657e-31,0.0081539193266524,False,0.0277713510354486,False,0.0,0.0,2.6912889589281627e-18,1.0967806527771208e-30,Invalid,Exclude,X,Pre-trend or placebo validation failed.,96
21297,1660000036,81,5820.718402777756,6.279518618864198,9.689530497124156,4.371771001162701e-20,37.3125381944424,-0.4736091944082722,0.5759755543381554,0.8484034073002369,0.0002949769018547,False,1.2964963862510934e-05,False,232.25,0.0383696038944162,1.1592561306453903e-19,0.8593270563212699,Invalid,Exclude,X,Pre-trend or placebo validation failed.,155
21305,1660000036,81,6909.961337868457,12.042306733487282,16.393748154860283,1.4773044668411883e-37,196.5284835600931,-0.2185484656725334,1.0273076572778548,0.2032562453185483,0.0004903738531494,False,8.450406213336609e-20,False,7.857142857142861,0.0011357833223052,6.338979166809463e-37,0.22310918090780185,Invalid,Exclude,X,Pre-trend or placebo validation failed.,144
21320,1660000036,82,14061.65119047611,18.46528247716312,24.405605298678683,2.0074243595539683e-45,732.7087341269746,0.5717471943766895,1.6621208974738426,5.934172565282037e-05,1.7655842032474175e-05,False,3.352623613806066e-05,False,0.0,0.0,1.1843803721368413e-44,7.780359585592004e-05,Invalid,Exclude,X,Pre-trend or placebo validation failed.,121
21395,1660000064,69,5542.953373015882,6.419450152702298,11.432251531728882,2.954573521500016e-12,554.7634910714305,0.4691462915694944,1.3175316184834218,3.6651441587956826e-05,0.0054045401523257,False,0.0005184827527503,False,213.25,0.0370469884715471,5.490388591133888e-12,4.859404615032478e-05,Invalid,Exclude,X,Pre-trend or placebo validation failed.,130
21418,1660000064,36,13146.191627207658,15.139834165672124,23.299322639028627,2.6231231864995054e-20,1113.3753333016166,1.1663018661111646,2.089181564595316,4.717515242676315e-12,0.0622978274869301,True,0.9969878809280582,True,0.0,0.0,7.11559852889521e-20,8.246915535345262e-12,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",12
21449,1660000064,65,-7081.182059666238,-10.744738888213158,-6.015455335848943,3.759162946988821e-12,966.4315983432696,0.8714215775189138,1.4159904895657482,1.8311658963896447e-16,5.2734560095348205e-20,False,1.0842838443693829e-17,False,160.62500000000003,,6.930956683510639e-12,3.9286831958905107e-16,Invalid,Exclude,X,Pre-trend or placebo validation failed.,116
21468,1660000064,48,-301.42254385963133,-1.7636623947565928,0.7975644977705949,0.4597243653038859,-1473.081146616541,-2.78842752845771,-1.932986403005562,2.841876414880795e-27,1.1287076008438038e-06,False,6.31499918806272e-09,False,8925.375,,0.48219977871874253,8.94243778549157e-27,Invalid,Exclude,X,Pre-trend or placebo validation failed.,196
21493,1660000064,32,3840.249305555572,1.0227288122366085,11.609670219196191,0.0193540606360493,-1527.0984097222254,-3.760877155960758,-1.2624728760202466,8.122745301544819e-05,0.0468470034712555,False,0.0579942233078308,True,3112.0,0.4476249143587512,0.023068476313674924,0.00010475234377948509,Invalid,Exclude,X,Pre-trend or placebo validation failed.,200
21501,1660000064,40,-4199.0645243368035,-5.889359033647787,-2.1857650516152978,1.9251141379012138e-05,-1084.312400582696,-1.468426587839722,-0.616789567127001,1.595135504037908e-06,1.2766649020227415e-06,False,3.7095334704721543e-06,False,186.75,,2.6568826698519676e-05,2.247473506093666e-06,Invalid,Exclude,X,Pre-trend or placebo validation failed.,190
21532,1660000064,38,4388.740476190473,4.080817996656593,12.418206349924132,0.0001050542100947,3507.167202380955,4.8859577246933785,8.298881382001943,3.682253698434192e-14,0.7270168844001723,True,0.9053851003599986,True,0.0,0.0,0.000139285357204209,6.952094982643753e-14,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",4
21555,1660000064,80,3225.4875000000316,2.9516449680329737,6.0080425319671145,9.162625811493091e-09,-2046.65638888892,-3.529612165742154,-2.1555444700604016,5.091980134994068e-16,0.1933386823140989,True,0.0629973334309056,True,251.24999999999997,0.0722660252607502,1.4512615379277649e-08,1.0634577981049559e-15,Valid,Redesign,B,"Drives volume but loses margin ($-2,047) — review discount depth, cost structure, or eligible assortment.",43
21566,1660000064,77,4009.054988662148,6.909291092953028,10.445925308181812,6.707722609170233e-22,-1119.7539648526115,-2.969251563711838,-1.8781681975548792,3.1024936221045058e-18,0.0121923873696658,False,0.0072261890825773,False,9.857142857142854,0.0024526893185436,1.9787781697052187e-21,7.178318576633955e-18,Invalid,Exclude,X,Pre-trend or placebo validation failed.,191
21584,1660000064,80,7185.732936507999,9.15348605169116,13.301929374896336,2.699534023582008e-26,1192.7730158730303,1.4533438331420636,2.2740718414611565,5.5163476709079525e-19,0.0865419801422227,True,0.7580942015090067,True,0.0,0.0,9.652879235838697e-26,1.3284265819737518e-18,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",11
21611,1660050570,60,-929.095995670999,-2.7373701304281814,-1.1338631848676473,2.2253508322668063e-06,-1883.7966291486357,-4.632235944980598,-3.21691667647205,1.607775280106025e-27,0.9678052968983968,True,0.3181357691447658,True,720.0,,3.2219803461040875e-06,5.127499541959755e-27,Valid,Kill,D,Validated and confidently negative on both units and margin.,60
21636,1660050570,45,755.3178216916075,0.3919781915287397,1.2865058566748324,0.0002353837667182,1919.2110411349172,1.8141843377067224,2.450729087037538,2.160083018554614e-39,0.4059366299721818,True,0.8343395251039003,True,206.0,0.2142891719592869,0.00030190526600812605,8.789303316877395e-39,Valid,Redesign,B,Positive on both metrics but cannibalization (21%) exceeds threshold — narrow the product/store scope.,23
21681,1660050570,56,1011.6787862647006,1.796977604141306,2.719445548826107,8.308599522926854e-22,-102.88722691843346,-0.4953557429459897,0.0360377656315546,0.0902416523383584,0.0087322026347412,False,0.2452938313837365,True,19.0,0.0184344533458947,2.420777144951528e-21,0.10093379124100751,Invalid,Exclude,X,Pre-trend or placebo validation failed.,163
21711,1660050570,40,113.94607728337022,-0.6561475827996078,1.174084297724018,0.5791343830461937,-775.1081208040622,-2.4374491887124305,-1.085769542215125,3.243117973819613e-07,0.231353135211705,True,0.1041144147458399,True,1139.3750000000005,0.9090846875962916,0.5994548877144812,4.813684539757413e-07,Valid,Monitor,C,Validated but not statistically decisive on units and/or margin after FDR correction.,56
21739,1660050570,57,707.4377976190425,0.5937910244885216,1.6627888722229376,3.5134416153682945e-05,1010.9811770833272,1.2681288424479824,1.956691499125629,4.3385286031205794e-20,0.0007415630377165,False,8.612805578687853e-05,False,17.5,0.0241400021594629,4.738126978439528e-05,1.0892476067409114e-19,Invalid,Exclude,X,Pre-trend or placebo validation failed.,115
21770,1660050570,53,3468.824107142853,3.7137032052647454,5.636227002667472,1.5425888301834453e-21,2366.7094890872986,2.572368398821226,3.806902461252355,4.158082215797279e-24,0.6191461428911587,True,0.8144412825207479,True,0.0,0.0,4.386156191846905e-21,1.1822980758170576e-23,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",6
21806,1660050570,65,93.86527777778144,-0.576603298866263,0.8975102314398749,0.6696167342868059,-1494.5875000000096,-3.0109307130474474,-2.098770141653441,4.809539968800197e-28,0.0100687818436975,False,0.00305297329784,False,220.25,0.7011757007114257,0.6841106029943126,1.5764603231067313e-27,Invalid,Exclude,X,Pre-trend or placebo validation failed.,197
22170,1660051170,40,-255.98476035365343,-1.0696552776724064,-0.2102685240958607,0.003510846337384,-586.1467149061596,-1.7313566109862937,-1.1993769635445046,3.531098515324839e-27,0.002599597420767,False,0.0029452378406167,False,62.0,,0.004315415289701166,1.0964990126535026e-26,Invalid,Exclude,X,Pre-trend or placebo validation failed.,180
22206,1660051170,46,669.3279245031397,1.2334115744749856,2.0000566598396987,1.3793445001193903e-16,33.241503934907875,-0.1197297483181878,0.2803167238491437,0.4314163344904524,4.296071554229595e-05,False,5.942953232325892e-05,False,12819.875,0.9503804688646722,3.070993415360152e-16,0.46069798615270036,Invalid,Exclude,X,Pre-trend or placebo validation failed.,156
22379,1660051170,31,133.13134920634928,-0.3216067245352335,0.9351152462234792,0.3386589629900626,250.6290099206336,0.3041102985266608,0.8508620974209595,3.468855758531769e-05,0.4789948276016528,True,0.3747415143958597,True,0.0,0.0,0.3632887057529763,4.625141011375692e-05,Valid,Monitor,C,Validated but not statistically decisive on units and/or margin after FDR correction.,46
22655,1660051209,70,7651.489462488572,9.89075245674668,14.39969028131228,4.631707285358216e-26,415.6405084426236,0.3182776986057284,1.0012159789899018,0.0001525913744172,0.9177246234114002,True,3.5620961411894675e-08,False,14546.25,0.6553032134006871,1.6314670437978192e-25,0.00019465710466194162,Invalid,Exclude,X,Pre-trend or placebo validation failed.,133
22851,1660051219,68,7849.011083900274,10.599799252879595,15.050563766402345,1.3805320885754788e-29,467.77774786848374,0.4273285328393329,1.1013569177112674,8.78238044983795e-06,0.5313941199739489,True,2.8590231940269613e-08,False,14860.750000000007,0.6543772056913137,5.171517030219254e-29,1.198058835931651e-05,Invalid,Exclude,X,Pre-trend or placebo validation failed.,131
23402,1660051312,72,8235.864498019457,11.878270020884177,16.718481708350048,5.217765837312347e-31,75.56917456042876,-0.5449185045717444,0.8073114717954555,0.7037075283336033,0.3537279431745436,True,1.9982906705006108e-12,False,14846.0,0.6431889417457529,2.0186766190257604e-30,0.7252182388066829,Invalid,Exclude,X,Pre-trend or placebo validation failed.,153
23619,1660051344,72,2809.342460317462,3.290747490001589,6.463913830545154,1.689588838878584e-09,762.8277182539687,0.7891930522661271,1.8595143027823755,1.2327960653475242e-06,0.4398972044034666,True,0.542368955893427,True,0.0,0.0,2.827964297697488e-09,1.774023606231803e-06,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",17
23719,1660051348,66,1396.6575396825583,1.511394776100046,3.7789746923944936,4.815087345624478e-06,399.491865079371,0.5535508023628054,0.9596759593014786,2.8174114565365563e-13,0.0678966918509176,True,0.2828402174560926,True,0.0,0.0,6.804554572259741e-06,5.194602372989276e-13,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",20
23913,1660051397,69,1964.154761904775,2.348519385944919,4.767983374579628,8.168201640676318e-09,88.46485317460821,-0.3959377899474485,0.7164626202902318,0.5722505519944281,0.9234152526058076,True,0.7320549281167972,True,0.0,0.0,1.3024970183781155e-08,0.5923295187310748,Valid,Monitor,C,Validated but not statistically decisive on units and/or margin after FDR correction.,49
24023,1660051470,64,195.9513251275237,-0.0221259380564958,0.8969086395186551,0.0620986169858568,157.03428858948834,0.114215551560221,0.5868303796428519,0.0036458388566171,0.0293170970699712,False,0.2237328327463589,True,821.25,0.8073622986059737,0.0707984232302522,0.004389887602865488,Invalid,Exclude,X,Pre-trend or placebo validation failed.,147
24040,1660051470,55,-620.3562460503304,-1.531024770389339,-0.7248161243391351,4.154686683710325e-08,-1201.4919960689206,-2.476978597329569,-1.8920832065574151,1.547580155633453e-48,0.9922707606247504,True,0.5441731143266699,True,150.25,,6.325845531326688e-08,7.939759059336845e-48,Valid,Kill,D,Validated and confidently negative on both units and margin.,59
24063,1660051470,65,820.9512651265136,0.9347716134840586,1.871899378401458,4.356995564018446e-09,-23.047161716171136,-0.2613141825366751,0.1825204672677139,0.7278767564633294,0.0079777867214433,False,0.0991198725879605,True,16601.0,0.9528783399383162,7.091385883505884e-09,0.7468648457623728,Invalid,Exclude,X,Pre-trend or placebo validation failed.,159
24151,1660051470,54,812.863293650797,0.8458047761430084,1.8911086704926716,2.870408816135018e-07,856.195336805559,1.0790539182141965,1.8037586636227023,6.3614239925594916e-15,0.2101524622657259,True,0.1447333258302626,True,42.25,0.0494086576757788,4.2338530037991517e-07,1.2407405473091241e-14,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",14
24196,1660051470,37,1129.2597877993053,1.532497614706194,2.8275787860633246,4.1533933241251206e-11,469.1268560835367,0.4739549801601245,1.3373456224790137,3.925975419472923e-05,0.786981329084526,True,0.5790999252707237,True,0.0,0.0,7.314931526071107e-11,5.1761463631039655e-05,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",19
24251,1660051470,53,1110.85138888888,1.8196749505581729,2.8379828644895415,3.1108058528429323e-19,-468.6961111111128,-1.2678012506883507,-0.6973816051234429,1.4544388962939568e-11,0.000148071545277,False,8.504105015490768e-08,False,196.75,0.1504663436975898,7.894087970655183e-19,2.487301300908506e-11,Invalid,Exclude,X,Pre-trend or placebo validation failed.,175
24465,1660051572,66,3279.3277777777776,4.85061102942827,7.571085098517857,3.5805536565649693e-19,546.2118373015874,0.727505281867316,1.3414789503356666,3.9822377674959385e-11,0.6010607937359191,True,0.5458705224953171,True,0.0,0.0,8.989475137758859e-19,6.665305766872636e-11,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",18
24583,1660051574,53,6220.494444444419,11.913742364224197,17.42821256240042,1.8323321208094811e-25,3012.4766388888806,5.982370773762112,8.227424692694873,2.444318086815694e-35,0.8814403184881603,True,0.5239072607470503,True,569.0,0.0838059452962054,6.359270301632905e-25,9.304178524008124e-35,Valid,Keep,A,"Validated, incremental units and margin are both decisively positive with acceptable cannibalization.",5
25156,1660053102,68,5101.866070294815,7.069560812307803,9.603204123296166,4.640945028538869e-38,184.5336750113398,-0.0252051991741311,0.6282564247013853,0.0704874797896343,0.0245569290268469,False,3.2649725948259605e-12,False,15268.999999999993,0.7495508510688971,2.0665340127078734e-37,0.07997617899208506,Invalid,Exclude,X,Pre-trend or placebo validation failed.,146
25576,1690000012,48,849.7551544746648,0.1443174048339404,3.3963290721438293,0.0328491578207005,-1312.5195240648409,-3.4159916297298665,-2.0528397205403035,3.744942384179214e-15,0.0260841460247646,False,5.635672734273077e-08,False,10198.75,0.9230886764685527,0.038378223988541176,7.553900877489696e-15,Invalid,Exclude,X,Pre-trend or placebo validation failed.,193
